understat_match_id,kickoff_date,home,away,understat_id,understat_name,team,us_minutes,us_npxg,us_xg_chain,us_xg_buildup,us_shots,us_sot,us_shots_six_yard,us_shots_penalty_area,us_shots_out_of_box,us_shots_foot,us_shots_head
28782,2025-08-16,TOT,BUR,13726,Oliver Sonne,BUR,75,0.0169,0.1495741754770279,0.12265605479478836,1,0,0,0,1,1,0
28782,2025-08-16,TOT,BUR,638,Kyle Walker,BUR,90,0.0138,0.1827448010444641,0.16892394423484802,1,0,0,0,1,1,0
28782,2025-08-16,TOT,BUR,9487,Maxime Estève,BUR,90,0.0453,0.12265605479478836,0.12265605479478836,1,1,0,1,0,0,0
28782,2025-08-16,TOT,BUR,11704,Hjalmar Ekdal,BUR,90,0.0,0.11544988304376602,0.11544988304376602,0,0,0,0,0,0,0
28782,2025-08-16,TOT,BUR,13727,Quilindschy Hartman,BUR,90,0.0,0.22025641798973083,0.22025641798973083,0,0,0,0,0,0,0
28782,2025-08-16,TOT,BUR,9558,Hannibal Mejbri,BUR,64,0.0406,0.18708579242229462,0.18708579242229462,1,0,0,0,1,1,0
28782,2025-08-16,TOT,BUR,1018,Josh Cullen,BUR,90,0.0,0.4212428629398346,0.2574557065963745,0,0,0,0,0,0,0
28782,2025-08-16,TOT,BUR,13728,Josh Laurent,BUR,64,0.0838,0.20643556118011475,0.02691812254488468,3,2,0,1,2,3,0
28782,2025-08-16,TOT,BUR,10746,Jaidon Anthony,BUR,86,0.213,0.4348117411136627,0.2617967128753662,4,1,0,3,1,3,1
28782,2025-08-16,TOT,BUR,7498,Lyle Foster,BUR,75,0.2618,0.5255497694015503,0.13479965925216675,2,0,0,1,1,2,0
28782,2025-08-16,TOT,BUR,9977,Loum Tchaouna,BUR,15,0.0,0.0,0.0,0,0,0,0,0,0,0
28782,2025-08-16,TOT,BUR,5355,Jacob Bruun Larsen,BUR,26,0.0,0.0,0.0,0,0,0,0,0,0,0
28782,2025-08-16,TOT,BUR,13729,Zian Flemming,BUR,15,0.0,0.0,0.0,0,0,0,0,0,0,0
28782,2025-08-16,TOT,BUR,9451,Chimuanya Ugochukwu,BUR,26,0.0747,0.074710913002491,0.0,1,0,0,0,1,1,0
28782,2025-08-16,TOT,BUR,13730,Marcus Edwards,BUR,4,0.0,0.0,0.0,0,0,0,0,0,0,0
28783,2025-08-16,WOL,MCI,9740,José Sá,WOL,90,0.0,0.0520901195704937,0.0520901195704937,0,0,0,0,0,0,0
28783,2025-08-16,WOL,MCI,10856,Emmanuel Agbadou,WOL,90,0.0116,0.06373418867588043,0.0520901195704937,1,0,0,0,1,1,0
28783,2025-08-16,WOL,MCI,6852,Matt Doherty,WOL,90,0.0,0.07954536378383636,0.07954536378383636,0,0,0,0,0,0,0
28783,2025-08-16,WOL,MCI,10293,Toti,WOL,90,0.0,0.01164406817406416,0.0,0,0,0,0,0,0,0
28783,2025-08-16,WOL,MCI,8351,Ki-Jana Hoever,WOL,78,0.0,0.07954536378383636,0.0,0,0,0,0,0,0,0
28783,2025-08-16,WOL,MCI,13740,David Møller Wolfe,WOL,77,0.0,0.0,0.0,0,0,0,0,0,0,0
28783,2025-08-16,WOL,MCI,11384,João Gomes,WOL,90,0.0,0.03351510688662529,0.0,0,0,0,0,0,0,0
28783,2025-08-16,WOL,MCI,13022,André,WOL,77,0.0,0.0,0.0,0,0,0,0,0,0,0
28783,2025-08-16,WOL,MCI,7908,Marshall Munetsi,WOL,90,0.0503,0.061965182423591614,0.01164406817406416,1,0,0,1,0,1,0
28783,2025-08-16,WOL,MCI,11070,Jørgen Strand Larsen,WOL,87,0.3175,0.20982791483402252,0.0,4,2,0,4,0,4,0
28783,2025-08-16,WOL,MCI,7762,Jean-Ricner Bellegarde,WOL,78,0.0335,0.11306046694517136,0.07954536378383636,1,0,0,0,1,1,0
28783,2025-08-16,WOL,MCI,12756,Rodrigo Gomes,WOL,12,0.0,0.0,0.0,0,0,0,0,0,0,0
28783,2025-08-16,WOL,MCI,13200,Fernando López,WOL,13,0.1065,0.10645154118537903,0.0,2,1,0,1,1,2,0
28783,2025-08-16,WOL,MCI,10140,Hugo Bueno,WOL,13,0.0,0.05436142161488533,0.0,0,0,0,0,0,0,0
28783,2025-08-16,WOL,MCI,13741,Jhon Arias,WOL,12,0.0,0.05849302560091019,0.0,0,0,0,0,0,0,0
28783,2025-08-16,WOL,MCI,8845,Hee-Chan Hwang,WOL,3,0.0,0.0520901195704937,0.0,0,0,0,0,0,0,0
28783,2025-08-16,WOL,MCI,9077,James Trafford,MCI,90,0.0,1.3945746421813965,1.3945746421813965,0,0,0,0,0,0,0
28783,2025-08-16,WOL,MCI,10847,Rico Lewis,MCI,71,0.0,1.3913613557815552,0.6324176788330078,0,0,0,0,0,0,0
28783,2025-08-16,WOL,MCI,8961,Rúben Dias,MCI,90,0.0,0.9344248175621033,0.9344248175621033,0,0,0,0,0,0,0
