element,web_name,team,position,price,total_mins,total_starts,season_ok,gw4_ok,season_ppg,gw4_ppg,season_start_rate,season_mins90_rate,season_rotation_risk,gw4_start_rate,gw4_mins90_rate,gw4_rotation_risk,season_value_score,gw4_value_score,season_save_score,season_cs_score,season_bps_score,gw4_save_score,gw4_cs_score,gw4_bps_score,season_dc_score,season_attacking_score,gw4_dc_score,gw4_attacking_score,season_set_piece_score,gw4_set_piece_score,season_goal_score,season_creative_score,gw4_goal_score,gw4_creative_score,season_shot_quality_score,season_creativity_depth_score,season_finishing_skill_score,gw4_shot_quality_score,gw4_creativity_depth_score,gw4_finishing_skill_score,season_save_score_norm,gw4_save_score_norm,season_cs_score_norm,gw4_cs_score_norm,season_bps_score_norm,gw4_bps_score_norm,season_value_score_norm,gw4_value_score_norm,season_reliability_score_norm,season_mins90_score_norm,gw4_reliability_score_norm,gw4_mins90_score_norm,season_dc_score_norm,gw4_dc_score_norm,season_attacking_score_norm,gw4_attacking_score_norm,season_set_piece_score_norm,gw4_set_piece_score_norm,season_goal_score_norm,gw4_goal_score_norm,season_creative_score_norm,gw4_creative_score_norm,season_shot_quality_score_norm,gw4_shot_quality_score_norm,season_creativity_depth_score_norm,gw4_creativity_depth_score_norm,season_finishing_skill_score_norm,gw4_finishing_skill_score_norm,season_att_goal_score_norm,gw4_att_goal_score_norm,season_att_creative_score_norm,gw4_att_creative_score_norm,season_att_dc_score_norm,gw4_att_dc_score_norm,season_att_bps_score_norm,gw4_att_bps_score_norm,season_att_value_score_norm,gw4_att_value_score_norm,season_att_reliability_norm,season_att_mins90_norm,gw4_att_reliability_norm,gw4_att_mins90_norm,season_overall_score,season_att_overall_score,gw4_overall_score,gw4_att_overall_score,season_save_score_rating,gw4_save_score_rating,season_cs_score_rating,gw4_cs_score_rating,season_bps_score_rating,gw4_bps_score_rating,season_value_score_rating,gw4_value_score_rating,season_reliability_score_rating,season_mins90_score_rating,gw4_reliability_score_rating,gw4_mins90_score_rating,season_dc_score_rating,gw4_dc_score_rating,season_attacking_score_rating,gw4_attacking_score_rating,season_set_piece_score_rating,gw4_set_piece_score_rating,season_goal_score_rating,gw4_goal_score_rating,season_creative_score_rating,gw4_creative_score_rating,season_shot_quality_score_rating,gw4_shot_quality_score_rating,season_creativity_depth_score_rating,gw4_creativity_depth_score_rating,season_finishing_skill_score_rating,gw4_finishing_skill_score_rating,season_att_goal_score_rating,gw4_att_goal_score_rating,season_att_creative_score_rating,gw4_att_creative_score_rating,season_att_dc_score_rating,gw4_att_dc_score_rating,season_att_bps_score_rating,gw4_att_bps_score_rating,season_att_value_score_rating,gw4_att_value_score_rating,season_att_reliability_rating,season_att_mins90_rating,gw4_att_reliability_rating,gw4_att_mins90_rating,season_overall_rating,season_att_overall_rating,gw4_overall_rating,gw4_att_overall_rating,code,selected_by_percent
163,Hinshelwood,BHA,MID,5.2,1736,20,True,True,3.37,5.0,0.526,0.25,0.304,1.0,0.0,0.0,0.6480769230769231,0.9615384615384615,,,9.902000000000001,,,12.183,0.7001578947368421,,0.41175000000000006,,0.415,0.0,0.25109938,0.1336,0.3924333000000001,0.08797,0.1253,0.91,-0.94,0.1755,1.102,0.8,,,,,2.2316374802888213,2.9386265673981193,3.215604526503871,3.727650727650727,2.4274084124830395,2.026694045174538,5.0,1.0,1.7929867377412416,1.5304804198627373,,,1.2102862933873828,1.0,3.0783670254831743,2.13701472908881,1.8443222132479986,1.4946789816259682,2.8532374100719426,3.1820862513822337,2.860661505981703,3.067415730337079,2.445378151260504,4.131428571428572,2.1552061563583114,2.13701472908881,1.8655367461131478,1.4946789816259682,1.8525181216514341,1.5304804198627373,2.4967730315492456,2.399832503195663,3.215604526503871,3.744178577163963,2.4274084124830395,2.026694045174538,5.0,1.0,2.349,2.149,2.371,2.354,N/A,N/A,N/A,N/A,⭐⭐,⭐⭐⭐,⭐⭐⭐,⭐⭐⭐½,⭐⭐½,⭐⭐,⭐⭐⭐⭐⭐,⭐,⭐⭐,⭐½,N/A,N/A,⭐,⭐,⭐⭐⭐,⭐⭐,⭐⭐,⭐½,⭐⭐⭐,⭐⭐⭐,⭐⭐⭐,⭐⭐⭐,⭐⭐½,⭐⭐⭐⭐,⭐⭐,⭐⭐,⭐⭐,⭐½,⭐⭐,⭐½,⭐⭐½,⭐⭐½,⭐⭐⭐,⭐⭐⭐½,⭐⭐½,⭐⭐,⭐⭐⭐⭐⭐,⭐,⭐⭐½,⭐⭐,⭐⭐½,⭐⭐½,532529,1.6
166,Ayari,BHA,MID,4.8,1921,20,True,False,3.379,0.0,0.526,0.8,0.304,0.0,0.0,0.0,0.7039583333333334,0.0,,,11.5438,,,,1.2487894736842104,,,,1.593,,0.1210794,0.08315,,,0.0517,0.627,0.3,,,,,,,,2.7766785625363095,,3.512294733259593,,2.4274084124830395,4.285420944558522,,,2.864140522141229,,,,1.8071953382315682,,1.944376500262413,,1.4316896872539897,,1.4412470023980817,,2.064039408866995,,2.9084967320261432,,1.5249070706217704,,1.4556782062088085,,2.9037882130475894,,2.9896136643352444,,3.512294733259593,,2.4274084124830395,4.285420944558522,,,2.355,2.297,,,N/A,N/A,N/A,N/A,⭐⭐⭐,N/A,⭐⭐⭐½,N/A,⭐⭐½,⭐⭐⭐⭐½,N/A,N/A,⭐⭐⭐,N/A,N/A,N/A,⭐⭐,N/A,⭐⭐,N/A,⭐½,N/A,⭐½,N/A,⭐⭐,N/A,⭐⭐⭐,N/A,⭐½,N/A,⭐½,N/A,⭐⭐⭐,N/A,⭐⭐⭐,N/A,⭐⭐⭐½,N/A,⭐⭐½,⭐⭐⭐⭐½,N/A,N/A,⭐⭐½,⭐⭐½,N/A,N/A,509416,0.4
167,Baleba,BHA,MID,4.5,1646,23,True,True,1.806,2.75,0.605,0.13,0.376,0.75,0.0,0.15,0.4013333333333333,0.6111111111111112,,,7.5786,,,11.3682,1.4741315789473686,,1.9012499999999999,,0.0,0.0,0.029790399999999998,0.042374999999999996,0.0509712,0.06131,0.0287,0.572,-0.78,0.0369,0.787,-0.22,,,,,1.460320358535978,2.7390771943573666,1.9055730451799537,2.418378378378378,2.856173677069199,1.53388090349076,1.0,1.0,3.304100703252947,3.9358094469115863,,,1.0,1.0,1.1481845530180117,1.147681160491048,1.0981893652043226,1.3447626277536446,1.0,1.1385919646148175,1.9092188599577762,2.4239019407558735,2.505135387488328,2.9657142857142857,1.082364522639506,1.147681160491048,1.1244198917469763,1.3447626277536446,3.335581468641665,3.9358094469115863,1.7993275898297962,2.2801163662009083,1.9055730451799537,2.451913709116215,2.856173677069199,1.53388090349076,1.0,1.0,1.694,1.771,1.672,1.598,N/A,N/A,N/A,N/A,⭐½,⭐⭐½,⭐⭐,⭐⭐½,⭐⭐⭐,⭐½,⭐,⭐,⭐⭐⭐½,⭐⭐⭐⭐,N/A,N/A,⭐,⭐,⭐,⭐,⭐,⭐½,⭐,⭐,⭐⭐,⭐⭐½,⭐⭐½,⭐⭐⭐,⭐,⭐,⭐,⭐½,⭐⭐⭐½,⭐⭐⭐⭐,⭐⭐,⭐⭐½,⭐⭐,⭐⭐½,⭐⭐⭐,⭐½,⭐,⭐,⭐½,⭐⭐,⭐½,⭐½,535301,1.5
169,Gomez,BHA,MID,4.9,2117,26,True,False,3.031,0.0,0.684,0.154,0.236,0.0,0.0,0.0,0.6185714285714285,0.0,,,9.3614,,,,1.3787236842105264,,,,0.893,,0.25353068000000006,0.08899,,,0.1528,0.914,-1.24,,,,,,,,2.0521703045895925,,3.0589515138991863,,3.28493894165536,1.6324435318275154,,,3.1178253749076785,,,,1.4524955662528503,,3.0995720061636,,1.479455275991453,,3.3808153477218226,,2.8719211822660102,,2.333333333333333,,2.166992392344129,,1.5031226833751383,,3.152763945792626,,2.334494041365233,,3.0589515138991863,,3.28493894165536,1.6324435318275154,,,2.469,2.288,,,N/A,N/A,N/A,N/A,⭐⭐,N/A,⭐⭐⭐,N/A,⭐⭐⭐½,⭐½,N/A,N/A,⭐⭐⭐,N/A,N/A,N/A,⭐½,N/A,⭐⭐⭐,N/A,⭐½,N/A,⭐⭐⭐½,N/A,⭐⭐⭐,N/A,⭐⭐½,N/A,⭐⭐,N/A,⭐½,N/A,⭐⭐⭐,N/A,⭐⭐½,N/A,⭐⭐⭐,N/A,⭐⭐⭐½,⭐½,N/A,N/A,⭐⭐½,⭐⭐½,N/A,N/A,514254,0.4
173,Wieffer,BHA,MID,4.8,1901,23,True,False,3.615,0.0,0.605,0.609,0.289,0.0,0.0,0.0,0.753125,0.0,,,11.4194,,,,2.1214868421052633,,,,0.757,,0.09250686000000001,0.11973500000000001,,,0.1071,0.878,0.08,,,,,,,,2.735380529504523,,3.773334467795456,,2.856173677069199,3.5010266940451746,,,4.568003596544749,,,,1.383582467696985,,1.6951764185404252,,1.7309198351923607,,2.504076738609113,,2.7705840957072487,,2.826330532212885,,1.3863956984528873,,1.7528967331146608,,4.576022691459189,,2.9522708852399964,,3.773334467795456,,2.856173677069199,3.5010266940451746,,,2.501,2.479,,,N/A,N/A,N/A,N/A,⭐⭐½,N/A,⭐⭐⭐⭐,N/A,⭐⭐⭐,⭐⭐⭐½,N/A,N/A,⭐⭐⭐⭐½,N/A,N/A,N/A,⭐½,N/A,⭐½,N/A,⭐½,N/A,⭐⭐½,N/A,⭐⭐⭐,N/A,⭐⭐⭐,N/A,⭐½,N/A,⭐⭐,N/A,⭐⭐⭐⭐½,N/A,⭐⭐⭐,N/A,⭐⭐⭐⭐,N/A,⭐⭐⭐,⭐⭐⭐½,N/A,N/A,⭐⭐½,⭐⭐½,N/A,N/A,467779,0.3
178,Welbeck,BHA,FWD,6.3,2249,26,True,True,3.405,2.5,0.684,0.308,0.205,1.0,0.0,0.1,0.5404761904761904,0.39682539682539686,,,12.557400000000001,,,7.408199999999999,0.63025,,0.65,,0.08,0.0,0.52405,0.07656,0.1589964,0.09418499999999999,0.1863,0.792,0.64,0.086,1.0,-0.57,,,,,3.348082595870207,1.698285361660863,3.4243513729253854,1.7442102524069738,3.28493894165536,2.337676438653637,5.0,1.0,3.008704385671242,2.8888888888888893,,,1.0562291337199086,1.0,3.289529539912313,1.3389762865178345,2.1502599703720917,1.7979667384938391,3.676997578692494,1.545173745173745,3.351872871736663,4.960507757404796,3.263665594855305,1.6455696202531647,3.4783914563193017,1.4606674527164132,1.4021406883105012,1.5296275990046813,1.7185628742514973,1.91522002422285,3.2938792663524756,1.698285361660863,2.6443218144911325,1.6616959936375386,3.28493894165536,2.264887063655031,5.0,1.0,2.946,2.684,2.338,2.112,N/A,N/A,N/A,N/A,⭐⭐⭐½,⭐½,⭐⭐⭐½,⭐½,⭐⭐⭐½,⭐⭐½,⭐⭐⭐⭐⭐,⭐,⭐⭐⭐,⭐⭐⭐,N/A,N/A,⭐,⭐,⭐⭐⭐½,⭐½,⭐⭐,⭐⭐,⭐⭐⭐½,⭐½,⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐½,⭐½,⭐⭐⭐½,⭐½,⭐½,⭐½,⭐½,⭐⭐,⭐⭐⭐½,⭐½,⭐⭐½,⭐½,⭐⭐⭐½,⭐⭐½,⭐⭐⭐⭐⭐,⭐,⭐⭐⭐,⭐⭐½,⭐⭐½,⭐⭐,50175,8.4
183,Weiss,BUR,GKP,4.2,270,3,False,True,0.0,2.333,0.0,0.0,0.0,0.75,1.0,0.15,0.0,0.5554761904761905,,,,2.5831,0.2305469244288225,7.8,,,,,,,,,,,,,,,,,,2.9577504815434654,,1.4572197169654904,,2.5116170570122236,,2.4045305392282135,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.276,,N/A,⭐⭐⭐,N/A,⭐½,N/A,⭐⭐½,N/A,⭐⭐½,N/A,N/A,⭐,⭐⭐⭐⭐⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐½,N/A,518030,0.2
187,Walker,BUR,DEF,4.4,3095,35,True,True,1.944,1.5,0.921,0.914,0.059,1.0,1.0,0.0,0.4418181818181818,0.3409090909090909,,0.2069804161566707,4.257,,0.17492711370262387,4.35,1.5936315789473683,0.026004,1.3125,0.038400000000000004,1.221,0.75,,,,,,,,,,,,,1.3521616412349773,1.0636317959103125,1.5021370048145957,2.0478888378811115,2.212309869119207,1.7928331466965286,4.555555555555555,4.526822558459422,5.0,5.0,2.470842966525408,1.9700961665129757,1.3338926174496644,1.3261146496815286,1.5784673694184532,1.3636363636363638,,,,,,,,,,,,,,,,,,,,,,,,,2.235,,2.219,,N/A,N/A,⭐½,⭐,⭐½,⭐⭐,⭐⭐,⭐⭐,⭐⭐⭐⭐½,⭐⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐½,⭐⭐,⭐½,⭐½,⭐½,⭐½,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐,N/A,⭐⭐,N/A,58621,1.2
190,Ekdal,BUR,DEF,3.8,1539,17,True,False,2.737,0.0,0.447,0.941,0.332,0.0,0.0,0.0,0.7202631578947369,0.0,,0.18297375292015938,5.6256,,,,2.662421052631579,0.023200000000000002,,,0.058,,,,,,,,,,,,,,1.1658678859416407,,1.9645409240645326,,3.5413338794456957,,1.8888888888888888,4.6753782668500685,,,4.143861961721256,,1.2719886965736489,,1.0274783844604998,,,,,,,,,,,,,,,,,,,,,,,,,,2.181,,,,N/A,N/A,⭐,N/A,⭐⭐,N/A,⭐⭐⭐½,N/A,⭐⭐,⭐⭐⭐⭐½,N/A,N/A,⭐⭐⭐⭐,N/A,⭐½,N/A,⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐,N/A,N/A,N/A,478969,0.7
191,Estève,BUR,DEF,3.8,2933,34,True,True,2.5,2.667,0.895,0.853,0.075,0.75,0.667,0.15,0.6578947368421053,0.7018421052631579,,0.17849129310765327,4.860600000000001,,0.1875,4.3446,2.8122499999999997,0.023504000000000004,3.181,0.0019200000000000003,0.184,0.0,,,,,,,,,,,,,1.1310836152915984,1.116622696011472,1.7060731480699385,2.046679580342847,3.243648030582292,2.8466958736894497,4.409282700421941,4.1911966987620355,1.0,3.224,4.378395217474138,3.9392701883809775,1.2787001059696221,1.0163057324840765,1.087172805874689,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.534,,1.893,,N/A,N/A,⭐,⭐,⭐½,⭐⭐,⭐⭐⭐,⭐⭐⭐,⭐⭐⭐⭐½,⭐⭐⭐⭐,⭐,⭐⭐⭐,⭐⭐⭐⭐½,⭐⭐⭐⭐,⭐½,⭐,⭐,⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐½,N/A,⭐⭐,N/A,477717,7.0
192,Hartman,BUR,DEF,4.0,1825,21,True,False,3.0,0.0,0.553,0.762,0.268,0.0,0.0,0.0,0.75,0.0,,0.20345274558236748,6.7463999999999995,,,,1.9257236842105263,0.069024,,,4.093,,,,,,,,,,,,,,1.3247866165491122,,2.3432215558746514,,3.6832684824902717,,2.485232067510549,3.69050894085282,,,2.990680047578099,,2.283645354998234,,2.939121165462513,,,,,,,,,,,,,,,,,,,,,,,,,,2.247,,,,N/A,N/A,⭐½,N/A,⭐⭐½,N/A,⭐⭐⭐½,N/A,⭐⭐½,⭐⭐⭐½,N/A,N/A,⭐⭐⭐,N/A,⭐⭐½,N/A,⭐⭐⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐,N/A,N/A,N/A,494960,0.6
193,Humphreys,BUR,DEF,3.9,1574,17,True,False,2.35,0.0,0.447,0.765,0.332,0.0,0.0,0.0,0.6025641025641026,0.0,,0.19415884896376917,7.227599999999999,,,,2.0944473684210525,0.03841200000000001,,,1.029,,,,,,,,,,,,,,1.2526651857059672,,2.5058028549708586,,2.9795536931723703,,1.8888888888888888,3.707015130674003,,,3.254789992121808,,1.6078240904274108,,1.4875044415492122,,,,,,,,,,,,,,,,,,,,,,,,,,2.112,,,,N/A,N/A,⭐½,N/A,⭐⭐½,N/A,⭐⭐⭐,N/A,⭐⭐,⭐⭐⭐½,N/A,N/A,⭐⭐⭐½,N/A,⭐½,N/A,⭐½,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐,N/A,N/A,N/A,461188,0.1
195,Lucas Pires,BUR,DEF,3.8,1405,15,True,True,1.25,1.25,0.395,0.933,0.39,0.75,1.0,0.15,0.32894736842105265,0.32894736842105265,,0.17055558623736672,4.880999999999999,,0.25085311942959,5.4918000000000005,1.502657894736842,0.0752,1.37275,0.06978,3.779,2.746,,,,,,,,,,,,,1.0695018527947437,1.3836368678878885,1.7129656220964606,2.303579626249846,1.673574988053792,1.7579069610070968,1.5963431786216598,4.631361760660248,1.0,5.0,2.3284382128347585,2.0335924120669215,2.4199929353585308,1.5926114649681526,2.7903588771763594,2.3313939393939394,,,,,,,,,,,,,,,,,,,,,,,,,1.878,,1.806,,N/A,N/A,⭐,⭐½,⭐½,⭐⭐½,⭐½,⭐⭐,⭐½,⭐⭐⭐⭐½,⭐,⭐⭐⭐⭐⭐,⭐⭐½,⭐⭐,⭐⭐½,⭐½,⭐⭐⭐,⭐⭐½,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐,N/A,⭐⭐,N/A,549329,0.3
198,Tuanzebe,BUR,DEF,3.9,1201,14,True,True,2.429,2.333,0.368,0.857,0.408,0.75,1.0,0.15,0.6228205128205128,0.5982051282051283,,0.19773467891568988,4.5864,,0.2305469244288225,4.2,2.3137894736842104,0.01732,2.04175,0.0019200000000000003,0.075,0.0,,,,,,,,,,,,,1.280413931271763,1.2980524185204512,1.6134301883605036,2.0142983507070795,3.0762379859656117,2.5440936097897655,1.4444444444444444,4.213204951856946,1.0,5.0,3.5981349796866224,2.738637860624424,1.1421759095725892,1.0163057324840765,1.0355323936989222,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.944,,1.792,,N/A,N/A,⭐½,⭐½,⭐½,⭐⭐,⭐⭐⭐,⭐⭐½,⭐½,⭐⭐⭐⭐,⭐,⭐⭐⭐⭐⭐,⭐⭐⭐½,⭐⭐½,⭐,⭐,⭐,⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐,N/A,⭐⭐,N/A,180804,0.9
200,Anthony,BUR,MID,5.0,2717,32,True,True,3.432,4.0,0.842,0.406,0.12,1.0,0.5,0.0,0.6864,0.8,,,10.275399999999998,,,9.6924,0.7666578947368421,,0.44875,,2.915,4.359,0.19077834000000005,0.126785,0.20616136,0.07867,0.1012,0.605,2.89,0.1038,0.708,0.27,,,,,2.3555979749356784,2.3286637931034484,3.419072577214328,3.124108108108108,4.142469470827679,2.6673511293634498,5.0,3.0,1.922822003146977,1.5902301170771094,,,2.477071193311376,2.5850909090909093,2.552267207351665,1.5973206221005722,1.7885820613223462,1.442382579112367,2.390887290167866,2.1249539255436787,2.0021111893033074,2.2625127681307458,3.875816993464052,3.525714285714286,1.8627872807156811,1.5973206221005722,1.8101713159952473,1.442382579112367,1.979943271352033,1.5902301170771094,2.6088614054573283,2.0338960638250985,3.419072577214328,3.1484759916492693,4.142469470827679,2.6673511293634498,5.0,3.0,2.542,2.443,2.323,2.348,N/A,N/A,N/A,N/A,⭐⭐½,⭐⭐½,⭐⭐⭐½,⭐⭐⭐,⭐⭐⭐⭐,⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐,⭐⭐,⭐½,N/A,N/A,⭐⭐½,⭐⭐½,⭐⭐½,⭐½,⭐⭐,⭐½,⭐⭐½,⭐⭐,⭐⭐,⭐⭐½,⭐⭐⭐⭐,⭐⭐⭐½,⭐⭐,⭐½,⭐⭐,⭐½,⭐⭐,⭐½,⭐⭐½,⭐⭐,⭐⭐⭐½,⭐⭐⭐,⭐⭐⭐⭐,⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐,⭐⭐½,⭐⭐½,⭐⭐½,⭐⭐½,444180,2.4
202,Bruun Larsen,BUR,MID,5.2,1014,10,True,False,1.464,0.0,0.263,0.0,0.562,0.0,0.0,0.0,0.2815384615384615,0.0,,,6.550199999999999,,,,0.71,,,,4.26,,0.09241744,0.11810999999999999,,,0.0843,0.602,-1.37,,,,,,,,1.1189144327330067,,1.269548200459457,,1.0,1.0,,,1.812202562538133,,,,3.158601469470484,,1.694396527382426,,1.7176288965453783,,2.0666666666666664,,1.9936664320900774,,2.284780578898226,,1.3859622162738674,,1.7396951448620432,,1.8713772455089823,,1.4906192777594331,,1.269548200459457,,1.0,1.0,,,1.451,1.42,,,N/A,N/A,N/A,N/A,⭐,N/A,⭐½,N/A,⭐,⭐,N/A,N/A,⭐⭐,N/A,N/A,N/A,⭐⭐⭐,N/A,⭐½,N/A,⭐½,N/A,⭐⭐,N/A,⭐⭐,N/A,⭐⭐½,N/A,⭐½,N/A,⭐½,N/A,⭐⭐,N/A,⭐½,N/A,⭐½,N/A,⭐,⭐,N/A,N/A,⭐½,⭐½,N/A,N/A,179458,0.0
205,Cullen,BUR,MID,4.9,1513,18,True,False,3.889,0.0,0.474,0.667,0.338,0.0,0.0,0.0,0.793673469387755,0.0,,,11.6474,,,,1.5661973684210526,,,,0.892,,0.0645526,0.10663,,,0.0845,0.642,1.06,,,,,,,,2.8110714582122993,,3.98861775630017,,2.145183175033921,3.7392197125256676,,,3.4838508718409815,,,,1.4519888522928808,,1.4513687669813515,,1.6237335269039268,,2.0705035971223023,,2.106263194933146,,3.1923436041083093,,1.2508815680827585,,1.6464310013912442,,3.5119949574535148,,3.0207126347071713,,3.98861775630017,,2.145183175033921,3.7392197125256676,,,2.229,2.226,,,N/A,N/A,N/A,N/A,⭐⭐⭐,N/A,⭐⭐⭐⭐,N/A,⭐⭐,⭐⭐⭐½,N/A,N/A,⭐⭐⭐½,N/A,N/A,N/A,⭐½,N/A,⭐½,N/A,⭐½,N/A,⭐⭐,N/A,⭐⭐,N/A,⭐⭐⭐,N/A,⭐½,N/A,⭐½,N/A,⭐⭐⭐½,N/A,⭐⭐⭐,N/A,⭐⭐⭐⭐,N/A,⭐⭐,⭐⭐⭐½,N/A,N/A,⭐⭐,⭐⭐,N/A,N/A,172567,0.8
206,Edwards,BUR,MID,4.7,1058,11,True,False,2.217,0.0,0.289,0.273,0.426,0.0,0.0,0.0,0.4717021276595745,0.0,,,9.714799999999999,,,,0.36150000000000004,,,,2.042,,0.11572988000000001,0.22055000000000002,,,0.0993,0.787,-0.49,,,,,,,,2.169491244086646,,2.2791808700721043,,1.1411126187245588,2.1211498973305956,,,1.1317876754118366,,,,2.034709906257917,,1.8977197864675102,,2.555489668851152,,2.3544364508393283,,2.5144264602392683,,2.61344537815126,,1.4989741519647355,,2.5719232683070485,,1.2035928143712578,,2.440578753039354,,2.2791808700721043,,1.1411126187245588,2.1211498973305956,,,1.915,1.837,,,N/A,N/A,N/A,N/A,⭐⭐,N/A,⭐⭐½,N/A,⭐,⭐⭐,N/A,N/A,⭐,N/A,N/A,N/A,⭐⭐,N/A,⭐⭐,N/A,⭐⭐½,N/A,⭐⭐½,N/A,⭐⭐½,N/A,⭐⭐½,N/A,⭐½,N/A,⭐⭐½,N/A,⭐,N/A,⭐⭐½,N/A,⭐⭐½,N/A,⭐,⭐⭐,N/A,N/A,⭐⭐,⭐⭐,N/A,N/A,174592,0.1
207,Hannibal,BUR,MID,4.7,1219,15,True,True,2.185,1.75,0.395,0.2,0.443,0.75,0.0,0.15,0.4648936170212766,0.3723404255319149,,,11.68,,,10.437,0.8753157894736842,,0.66175,,2.658,1.891,0.062202960000000015,0.21429499999999999,0.0993696,0.31971999999999995,0.0395,0.689,0.09,0.0601,0.892,-0.35,,,,,2.821893933106482,2.5110207680250785,2.2430325620801206,1.526279470960322,1.7164179104477613,1.8213552361396306,1.0,1.0,2.134966764073087,1.934194590230117,,,2.346845705599189,1.6876363636363636,1.4308759973494865,1.2879080313104505,2.504329778859228,2.797871592650387,1.2071942446043167,1.4806487283450056,2.238564391273751,2.638406537282942,2.830065359477124,2.8171428571428567,1.2394911960506294,1.2879080313104505,2.5211073086023577,2.797871592650387,2.188150015757958,1.934194590230117,3.030498604148531,2.1432979239211885,2.2430325620801206,1.5714031892684226,1.7164179104477613,1.8213552361396306,1.0,1.0,2.028,2.011,1.796,1.72,N/A,N/A,N/A,N/A,⭐⭐⭐,⭐⭐½,⭐⭐,⭐½,⭐½,⭐⭐,⭐,⭐,⭐⭐,⭐⭐,N/A,N/A,⭐⭐½,⭐½,⭐½,⭐½,⭐⭐½,⭐⭐⭐,⭐,⭐½,⭐⭐,⭐⭐½,⭐⭐⭐,⭐⭐⭐,⭐,⭐½,⭐⭐½,⭐⭐⭐,⭐⭐,⭐⭐,⭐⭐⭐,⭐⭐,⭐⭐,⭐½,⭐½,⭐⭐,⭐,⭐,⭐⭐,⭐⭐,⭐⭐,⭐½,465527,0.1
209,Laurent,BUR,MID,4.8,1752,18,True,False,1.697,0.0,0.474,0.556,0.36,0.0,0.0,0.0,0.3535416666666667,0.0,,,7.1712,,,,1.6193815789473684,,,,0.685,,0.0443982,0.032990000000000005,,,0.0696,0.249,0.13,,,,,,,,1.325072620134451,,1.6518335744065344,,2.145183175033921,3.2833675564681726,,,3.587688256639158,,,,1.3470990625791741,,1.2755888703723126,,1.0214290826185195,,1.7846522781774579,,1.0,,2.84500466853408,,1.1531788927434103,,1.0481756420541672,,3.613904821935078,,1.6770329901239758,,1.6518335744065344,,2.145183175033921,3.2833675564681726,,,1.79,1.837,,,N/A,N/A,N/A,N/A,⭐½,N/A,⭐½,N/A,⭐⭐,⭐⭐⭐½,N/A,N/A,⭐⭐⭐½,N/A,N/A,N/A,⭐½,N/A,⭐½,N/A,⭐,N/A,⭐⭐,N/A,⭐,N/A,⭐⭐⭐,N/A,⭐,N/A,⭐,N/A,⭐⭐⭐½,N/A,⭐½,N/A,⭐½,N/A,⭐⭐,⭐⭐⭐½,N/A,N/A,⭐⭐,⭐⭐,N/A,N/A,167887,0.0
