element,web_name,team,position,price,total_mins,total_starts,season_ok,gw4_ok,season_ppg,gw4_ppg,season_start_rate,season_mins90_rate,season_rotation_risk,gw4_start_rate,gw4_mins90_rate,gw4_rotation_risk,season_value_score,gw4_value_score,season_save_score,season_cs_score,season_bps_score,gw4_save_score,gw4_cs_score,gw4_bps_score,season_dc_score,season_attacking_score,gw4_dc_score,gw4_attacking_score,season_set_piece_score,gw4_set_piece_score,season_goal_score,season_creative_score,gw4_goal_score,gw4_creative_score,season_shot_quality_score,season_creativity_depth_score,season_finishing_skill_score,gw4_shot_quality_score,gw4_creativity_depth_score,gw4_finishing_skill_score,season_save_score_norm,gw4_save_score_norm,season_cs_score_norm,gw4_cs_score_norm,season_bps_score_norm,gw4_bps_score_norm,season_value_score_norm,gw4_value_score_norm,season_reliability_score_norm,season_mins90_score_norm,gw4_reliability_score_norm,gw4_mins90_score_norm,season_dc_score_norm,gw4_dc_score_norm,season_attacking_score_norm,gw4_attacking_score_norm,season_set_piece_score_norm,gw4_set_piece_score_norm,season_goal_score_norm,gw4_goal_score_norm,season_creative_score_norm,gw4_creative_score_norm,season_shot_quality_score_norm,gw4_shot_quality_score_norm,season_creativity_depth_score_norm,gw4_creativity_depth_score_norm,season_finishing_skill_score_norm,gw4_finishing_skill_score_norm,season_att_goal_score_norm,gw4_att_goal_score_norm,season_att_creative_score_norm,gw4_att_creative_score_norm,season_att_dc_score_norm,gw4_att_dc_score_norm,season_att_bps_score_norm,gw4_att_bps_score_norm,season_att_value_score_norm,gw4_att_value_score_norm,season_att_reliability_norm,season_att_mins90_norm,gw4_att_reliability_norm,gw4_att_mins90_norm,season_overall_score,season_att_overall_score,gw4_overall_score,gw4_att_overall_score,season_save_score_rating,gw4_save_score_rating,season_cs_score_rating,gw4_cs_score_rating,season_bps_score_rating,gw4_bps_score_rating,season_value_score_rating,gw4_value_score_rating,season_reliability_score_rating,season_mins90_score_rating,gw4_reliability_score_rating,gw4_mins90_score_rating,season_dc_score_rating,gw4_dc_score_rating,season_attacking_score_rating,gw4_attacking_score_rating,season_set_piece_score_rating,gw4_set_piece_score_rating,season_goal_score_rating,gw4_goal_score_rating,season_creative_score_rating,gw4_creative_score_rating,season_shot_quality_score_rating,gw4_shot_quality_score_rating,season_creativity_depth_score_rating,gw4_creativity_depth_score_rating,season_finishing_skill_score_rating,gw4_finishing_skill_score_rating,season_att_goal_score_rating,gw4_att_goal_score_rating,season_att_creative_score_rating,gw4_att_creative_score_rating,season_att_dc_score_rating,gw4_att_dc_score_rating,season_att_bps_score_rating,gw4_att_bps_score_rating,season_att_value_score_rating,gw4_att_value_score_rating,season_att_reliability_rating,season_att_mins90_rating,gw4_att_reliability_rating,gw4_att_mins90_rating,season_overall_rating,season_att_overall_rating,gw4_overall_rating,gw4_att_overall_rating,code,selected_by_percent
478,Trippier,NEW,DEF,4.9,1586,18,True,False,2.571,0.0,0.474,0.611,0.316,0.0,0.0,0.0,0.5246938775510204,0.0,,0.29514727184934814,7.706,,,,1.176657894736842,0.07568000000000003,,,6.753,,,,,,,,,,,,,,2.0363439650164086,,2.667438128220289,,2.607877392202017,,2.040787623066104,2.8596973865199447,,,1.8181373482933156,,2.430589897562699,,4.1993367286509535,,,,,,,,,,,,,,,,,,,,,,,,,,2.188,,,,N/A,N/A,⭐⭐,N/A,⭐⭐½,N/A,⭐⭐½,N/A,⭐⭐,⭐⭐⭐,N/A,N/A,⭐⭐,N/A,⭐⭐½,N/A,⭐⭐⭐⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐,N/A,N/A,N/A,77794,1.4
485,Gordon,NEW,MID,7.2,1798,24,True,False,3.885,0.0,0.632,0.167,0.271,0.0,0.0,0.0,0.5395833333333333,0.0,,,10.772400000000001,,,,0.438,,,,3.654,,0.41436624000000005,0.18492000000000003,,,0.1348,0.751,-2.77,,,,,,,,2.520590920408333,,2.6395813834765587,,3.0027137042062417,1.6858316221765914,,,1.2811470408785846,,,,2.8515328097289077,,4.502325653399781,,2.264070503317623,,3.0354916067146283,,2.413089373680507,,1.7619047619047616,,2.946676456454311,,2.2824632132665807,,1.350179640718563,,2.758052411971303,,2.6395813834765587,,3.0027137042062417,1.6858316221765914,,,2.884,2.503,,,N/A,N/A,N/A,N/A,⭐⭐½,N/A,⭐⭐½,N/A,⭐⭐⭐,⭐½,N/A,N/A,⭐½,N/A,N/A,N/A,⭐⭐⭐,N/A,⭐⭐⭐⭐½,N/A,⭐⭐½,N/A,⭐⭐⭐,N/A,⭐⭐½,N/A,⭐⭐,N/A,⭐⭐⭐,N/A,⭐⭐½,N/A,⭐½,N/A,⭐⭐⭐,N/A,⭐⭐½,N/A,⭐⭐⭐,⭐½,N/A,N/A,⭐⭐⭐,⭐⭐½,N/A,N/A,232826,3.1
486,Elanga,NEW,MID,6.5,1302,14,True,False,1.5,0.0,0.368,0.143,0.465,0.0,0.0,0.0,0.23076923076923078,0.0,,,7.423799999999999,,,,0.39749999999999996,,,,5.737,,0.09171984000000001,0.12039,,,0.0855,0.423,-1.65,,,,,,,,1.4089302016764873,,1.0,,1.5698778833107192,1.5872689938398357,,,1.2020744356314825,,,,3.907017988345579,,1.688312294863747,,1.7362771058469906,,2.0896882494004796,,1.489795918367347,,2.180205415499533,,1.382580454161538,,1.7582179886872544,,1.2725748502994012,,1.7528592441389246,,1.0,,1.5698778833107192,1.5872689938398357,,,1.58,1.558,,,N/A,N/A,N/A,N/A,⭐½,N/A,⭐,N/A,⭐½,⭐½,N/A,N/A,⭐,N/A,N/A,N/A,⭐⭐⭐⭐,N/A,⭐½,N/A,⭐½,N/A,⭐⭐,N/A,⭐½,N/A,⭐⭐,N/A,⭐½,N/A,⭐⭐,N/A,⭐½,N/A,⭐⭐,N/A,⭐,N/A,⭐½,⭐½,N/A,N/A,⭐½,⭐½,N/A,N/A,449434,2.6
487,Barnes,NEW,MID,6.1,1951,19,True,False,2.865,0.0,0.5,0.368,0.321,0.0,0.0,0.0,0.469672131147541,0.0,,,9.8254,,,,0.38075000000000003,,,,3.546,,0.31892352,0.126855,,,0.1388,0.78,0.16,,,,,,,,2.2062079840650677,,2.26840304463597,,2.2862957937584802,2.51129363449692,,,1.1693715680292862,,,,2.7968077020521913,,3.6699063576784763,,1.7891545940640623,,3.1122302158273385,,2.4947220267417314,,2.856209150326797,,2.483997880775337,,1.8107399997968985,,1.2404790419161678,,2.473779005193168,,2.26840304463597,,2.2862957937584802,2.51129363449692,,,2.463,2.186,,,N/A,N/A,N/A,N/A,⭐⭐,N/A,⭐⭐½,N/A,⭐⭐½,⭐⭐½,N/A,N/A,⭐,N/A,N/A,N/A,⭐⭐⭐,N/A,⭐⭐⭐½,N/A,⭐⭐,N/A,⭐⭐⭐,N/A,⭐⭐½,N/A,⭐⭐⭐,N/A,⭐⭐½,N/A,⭐⭐,N/A,⭐,N/A,⭐⭐½,N/A,⭐⭐½,N/A,⭐⭐½,⭐⭐½,N/A,N/A,⭐⭐½,⭐⭐,N/A,N/A,201666,1.3
488,Bruno G.,NEW,MID,6.9,2456,27,True,True,5.31,4.25,0.711,0.852,0.174,1.0,0.75,0.0,0.7695652173913042,0.6159420289855072,,,15.295399999999999,,,12.251,1.1375394736842104,,1.459,,3.481,5.373,0.22793000000000002,0.207755,0.116406,0.22929500000000003,0.1208,0.86,3.41,0.0871,0.904,-0.54,,,,,4.022126317536724,2.955280172413793,3.8606202301724992,2.4364277320799057,3.431478968792401,4.498973305954825,5.0,4.0,2.6469349089624608,3.2216390795316916,,,2.7638712946541677,2.953818181818182,2.876291487590926,1.337268362685613,2.450838862704604,2.289387485414646,2.7669064748201437,1.8787320309620346,2.719915552427868,2.662921348314607,4.0700280112044815,2.5999999999999996,2.0428877339813623,1.337268362685613,2.4679759934195156,2.289387485414646,2.6906145603529783,3.2216390795316916,4.115780626181971,2.409823540647361,3.8606202301724992,2.4697286012526094,3.431478968792401,4.498973305954825,5.0,4.0,3.177,2.99,2.794,2.775,N/A,N/A,N/A,N/A,⭐⭐⭐⭐,⭐⭐⭐,⭐⭐⭐⭐,⭐⭐½,⭐⭐⭐½,⭐⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐,⭐⭐½,⭐⭐⭐,N/A,N/A,⭐⭐⭐,⭐⭐⭐,⭐⭐⭐,⭐½,⭐⭐½,⭐⭐½,⭐⭐⭐,⭐⭐,⭐⭐½,⭐⭐½,⭐⭐⭐⭐,⭐⭐½,⭐⭐,⭐½,⭐⭐½,⭐⭐½,⭐⭐½,⭐⭐⭐,⭐⭐⭐⭐,⭐⭐½,⭐⭐⭐⭐,⭐⭐½,⭐⭐⭐½,⭐⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐,⭐⭐⭐,⭐⭐⭐,⭐⭐⭐,⭐⭐⭐,208706,6.5
489,J.Murphy,NEW,MID,5.9,1606,19,True,True,2.485,3.25,0.5,0.158,0.342,0.75,0.0,0.283,0.42118644067796607,0.5508474576271186,,,10.670200000000001,,,12.706,0.6025,,1.08275,,7.173,6.738,0.16558464,0.19323,0.008,0.223325,0.0743,0.625,-0.07,,0.735,-0.02,,,,,2.4866627935928296,3.066712382445141,2.0109788052671727,2.1932203389830507,2.2862957937584802,1.648870636550308,1.0,1.0,1.6023184868822455,2.614049253128785,,,4.63465923486192,3.4501818181818185,2.3325362314258546,1.0231787614168075,2.3320383187984994,2.2558165689623664,1.8748201438848922,,2.0584095707248418,2.3176710929519917,2.7703081232492996,3.1942857142857144,1.7406555431448807,1.0231787614168075,2.349974104576889,2.2558165689623664,1.6653892215568864,2.614049253128785,2.7273736979557537,2.4766753353609263,2.0109788052671727,2.2296804783977917,2.2862957937584802,1.648870636550308,1.0,1.0,2.207,2.093,1.754,1.653,N/A,N/A,N/A,N/A,⭐⭐½,⭐⭐⭐,⭐⭐,⭐⭐,⭐⭐½,⭐½,⭐,⭐,⭐½,⭐⭐½,N/A,N/A,⭐⭐⭐⭐½,⭐⭐⭐½,⭐⭐½,⭐,⭐⭐½,⭐⭐½,⭐⭐,N/A,⭐⭐,⭐⭐½,⭐⭐⭐,⭐⭐⭐,⭐½,⭐,⭐⭐½,⭐⭐½,⭐½,⭐⭐½,⭐⭐½,⭐⭐½,⭐⭐,⭐⭐,⭐⭐½,⭐½,⭐,⭐,⭐⭐,⭐⭐,⭐⭐,⭐½,114243,0.6
490,Joelinton,NEW,MID,5.9,1950,23,True,False,2.704,0.0,0.605,0.696,0.289,0.0,0.0,0.0,0.4583050847457627,0.0,,,8.4554,,,,1.443763157894737,,,,0.462,,0.10696223999999999,0.07779,,,0.0681,0.797,-0.36,,,,,,,,1.7513984563034275,,2.20805218141203,,2.856173677069199,3.8583162217659135,,,3.244809094120292,,,,1.234101849505954,,1.8212513799307106,,1.3878500373168663,,1.7558752997601919,,2.5425756509500355,,2.6619981325863673,,1.4564711806824207,,1.412133275110944,,3.2773904821935087,,2.0625281421667214,,2.20805218141203,,2.856173677069199,3.8583162217659135,,,2.217,2.198,,,N/A,N/A,N/A,N/A,⭐⭐,N/A,⭐⭐,N/A,⭐⭐⭐,⭐⭐⭐⭐,N/A,N/A,⭐⭐⭐,N/A,N/A,N/A,⭐,N/A,⭐⭐,N/A,⭐½,N/A,⭐⭐,N/A,⭐⭐½,N/A,⭐⭐½,N/A,⭐½,N/A,⭐½,N/A,⭐⭐⭐½,N/A,⭐⭐,N/A,⭐⭐,N/A,⭐⭐⭐,⭐⭐⭐⭐,N/A,N/A,⭐⭐,⭐⭐,N/A,N/A,180974,0.3
491,Tonali,NEW,MID,5.3,2534,31,True,True,2.314,1.333,0.816,0.581,0.162,0.75,0.667,0.283,0.4366037735849057,0.25150943396226416,,,10.1936,,,10.0086,1.0293815789473686,,1.26075,,4.084,2.328,0.04493264000000001,0.12140500000000001,0.0184,0.13713999999999998,0.0383,0.68,-1.75,,1.136,-0.06,,,,,2.328442194372977,2.4061030564263324,2.092833784710126,1.074828760836308,4.00135685210312,3.386036960985626,1.0,3.668,2.4357663530394023,2.9014937424303593,,,3.0694198125158345,1.8465454545454545,1.280250076260046,1.0533111512586575,1.744578830601875,1.771175122657557,1.1841726618705035,,2.213230119634061,3.1368743615934624,2.1428571428571423,3.1485714285714286,1.1557697025818756,1.0533111512586575,1.766463903811197,1.771175122657557,2.4833658997793893,2.9014937424303593,2.5843064269204215,2.0803543879754924,2.092833784710126,1.1258168353881908,4.00135685210312,3.386036960985626,1.0,3.668,2.274,2.338,1.852,1.795,N/A,N/A,N/A,N/A,⭐⭐½,⭐⭐½,⭐⭐,⭐,⭐⭐⭐⭐,⭐⭐⭐½,⭐,⭐⭐⭐½,⭐⭐½,⭐⭐⭐,N/A,N/A,⭐⭐⭐,⭐⭐,⭐½,⭐,⭐½,⭐⭐,⭐,N/A,⭐⭐,⭐⭐⭐,⭐⭐,⭐⭐⭐,⭐,⭐,⭐⭐,⭐⭐,⭐⭐½,⭐⭐⭐,⭐⭐½,⭐⭐,⭐⭐,⭐,⭐⭐⭐⭐,⭐⭐⭐½,⭐,⭐⭐⭐½,⭐⭐½,⭐⭐½,⭐⭐,⭐⭐,432422,1.0
493,Longstaff,LEE,MID,4.8,1003,10,True,False,2.435,0.0,0.263,0.7,0.482,0.0,0.0,0.0,0.5072916666666667,0.0,,,14.8778,,,,1.5293157894736842,,,,6.281,,0.12113830000000002,0.23755000000000004,,,0.0861,0.472,0.77,,,,,,,,3.8834924060087976,,2.4681357951161402,,1.0,3.8747433264887063,,,3.411842908063325,,,,4.1826703825690394,,1.9448902062477202,,2.694533334696507,,2.101199040767386,,1.6277269528501055,,3.084033613445378,,1.5251926007083765,,2.710032191565201,,3.441323668452569,,3.99042415873683,,2.4681357951161402,,1.0,3.8747433264887063,,,2.599,2.481,,,N/A,N/A,N/A,N/A,⭐⭐⭐⭐,N/A,⭐⭐½,N/A,⭐,⭐⭐⭐⭐,N/A,N/A,⭐⭐⭐½,N/A,N/A,N/A,⭐⭐⭐⭐,N/A,⭐⭐,N/A,⭐⭐½,N/A,⭐⭐,N/A,⭐½,N/A,⭐⭐⭐,N/A,⭐½,N/A,⭐⭐½,N/A,⭐⭐⭐½,N/A,⭐⭐⭐⭐,N/A,⭐⭐½,N/A,⭐,⭐⭐⭐⭐,N/A,N/A,⭐⭐½,⭐⭐½,N/A,N/A,180135,0.2
494,Willock,NEW,MID,5.0,972,10,True,False,1.583,0.0,0.263,0.1,0.522,0.0,0.0,0.0,0.3166,0.0,,,9.222,,,,0.8565,,,,1.389,,0.09302904000000002,0.15076,,,0.0815,0.782,-1.26,,,,,,,,2.0058926051954518,,1.4556998213222154,,1.0,1.4106776180698153,,,2.098230628431971,,,,1.7038256903977704,,1.6997306968325754,,1.9846745253601332,,2.01294964028777,,2.5003518648838847,,2.325863678804855,,1.3889270753734955,,2.0049455180607882,,2.152095808383234,,2.2926485155945127,,1.4556998213222154,,1.0,1.4106776180698153,,,1.714,1.666,,,N/A,N/A,N/A,N/A,⭐⭐,N/A,⭐½,N/A,⭐,⭐½,N/A,N/A,⭐⭐,N/A,N/A,N/A,⭐½,N/A,⭐½,N/A,⭐⭐,N/A,⭐⭐,N/A,⭐⭐½,N/A,⭐⭐½,N/A,⭐½,N/A,⭐⭐,N/A,⭐⭐,N/A,⭐⭐½,N/A,⭐½,N/A,⭐,⭐½,N/A,N/A,⭐½,⭐½,N/A,N/A,200089,0.1
497,L.Miley,NEW,MID,4.4,1493,15,True,False,3.13,0.0,0.395,0.933,0.363,0.0,0.0,0.0,0.7113636363636363,0.0,,,12.2008,,,,1.3617894736842104,,,,2.592,,0.07819752,0.143755,,,0.1147,0.782,-0.36,,,,,,,,2.994787949207403,,3.551611580795618,,1.7164179104477613,4.831622176591376,,,3.0847628528306736,,,,2.313402584241196,,1.5703751689004664,,1.9273803559926797,,2.6498800959232613,,2.5003518648838847,,2.6619981325863673,,1.3170281757114342,,1.9480365176241201,,3.120315159155374,,3.18683396872092,,3.551611580795618,,1.7164179104477613,4.831622176591376,,,2.362,2.33,,,N/A,N/A,N/A,N/A,⭐⭐⭐,N/A,⭐⭐⭐½,N/A,⭐½,⭐⭐⭐⭐⭐,N/A,N/A,⭐⭐⭐,N/A,N/A,N/A,⭐⭐½,N/A,⭐½,N/A,⭐⭐,N/A,⭐⭐½,N/A,⭐⭐½,N/A,⭐⭐½,N/A,⭐½,N/A,⭐⭐,N/A,⭐⭐⭐,N/A,⭐⭐⭐,N/A,⭐⭐⭐½,N/A,⭐½,⭐⭐⭐⭐⭐,N/A,N/A,⭐⭐½,⭐⭐½,N/A,N/A,547719,1.7
500,Osula,NEW,FWD,5.5,805,8,False,True,0.0,6.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1818181818181819,,,,,,20.9578,,,0.236,,,0.315,,,0.76797912,0.10175,,,,0.2278,0.858,0.74,,,,,,3.6890877301244474,,5.0,,,5.0,1.0,,1.048888888888889,,,,1.1147331997814607,,3.77915933188537,,1.8648433615116855,,3.7351351351351356,,4.1593794076163615,,3.3037974683544302,,3.2251005994462307,,1.572167629651498,,1.2466693580944692,,3.6890877301244474,,4.556500284684001,,,5.0,1.0,,,3.076,2.829,N/A,N/A,N/A,N/A,N/A,⭐⭐⭐½,N/A,⭐⭐⭐⭐⭐,N/A,N/A,⭐⭐⭐⭐⭐,⭐,N/A,⭐,N/A,N/A,N/A,⭐,N/A,⭐⭐⭐⭐,N/A,⭐⭐,N/A,⭐⭐⭐½,N/A,⭐⭐⭐⭐,N/A,⭐⭐⭐½,N/A,⭐⭐⭐,N/A,⭐½,N/A,⭐,N/A,⭐⭐⭐½,N/A,⭐⭐⭐⭐½,N/A,N/A,⭐⭐⭐⭐⭐,⭐,N/A,N/A,⭐⭐⭐,⭐⭐⭐,538207,2.1
502,Sels,NFO,GKP,4.6,2667,30,True,True,3.387,4.0,0.789,0.967,0.14,1.0,1.0,0.0,0.736304347826087,0.8695652173913044,2.4941999999999998,0.31834814670687805,8.7668,3.3999999999999995,0.2830807708420612,9.45,,,,,,,,,,,,,,,,,3.9941474424585985,3.9895481385582108,2.3919584090678727,1.720759952947879,3.590102463483759,3.127461043202388,3.2292743605750838,3.825853620595785,3.812939521800281,2.6842105263157894,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.215,,3.319,,⭐⭐⭐⭐,⭐⭐⭐⭐,⭐⭐½,⭐½,⭐⭐⭐½,⭐⭐⭐,⭐⭐⭐,⭐⭐⭐⭐,⭐⭐⭐⭐,⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐⭐,N/A,⭐⭐⭐½,N/A,85633,5.0
505,Milenković,NFO,DEF,5.1,3375,37,True,True,3.132,2.0,0.974,1.0,0.016,0.75,1.0,0.15,0.6141176470588235,0.3921568627450981,,0.33119193385763257,6.437,,0.24087051442910917,3.4284000000000003,2.2443026315789476,0.026128000000000002,1.982,0.04700000000000001,0.053,0.0,,,,,,,,,,,,,2.3160536180259865,1.3415632173498884,2.238685699805727,1.8415088846838574,3.0346990157930875,1.9424678834247815,4.853727144866385,5.0,1.0,5.0,3.4893644410345663,2.675668554867606,1.3366301660190745,1.3991507430997876,1.025109558213905,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.907,,1.824,,N/A,N/A,⭐⭐½,⭐½,⭐⭐,⭐⭐,⭐⭐⭐,⭐⭐,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,⭐,⭐⭐⭐⭐⭐,⭐⭐⭐½,⭐⭐½,⭐½,⭐½,⭐,⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐⭐,N/A,⭐⭐,N/A,227444,3.3
506,Murillo,NFO,DEF,5.2,2130,25,True,False,3.32,0.0,0.658,0.88,0.237,0.0,0.0,0.0,0.6384615384615384,0.0,,0.31355058127245816,8.4928,,,,2.487328947368421,0.024684000000000005,,,0.169,,,,,,,,,,,,,,2.1791552165626955,,2.9332713911647947,,3.150892946223685,,3.0759493670886076,4.339752407152682,,,3.8697832724876027,,1.3047509713882022,,1.0800663271349047,,,,,,,,,,,,,,,,,,,,,,,,,,2.742,,,,N/A,N/A,⭐⭐,N/A,⭐⭐⭐,N/A,⭐⭐⭐,N/A,⭐⭐⭐,⭐⭐⭐⭐½,N/A,N/A,⭐⭐⭐⭐,N/A,⭐½,N/A,⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐½,N/A,N/A,N/A,575476,1.8
507,Aina,NFO,DEF,4.7,1587,18,True,False,3.722,0.0,0.474,0.833,0.316,0.0,0.0,0.0,0.7919148936170213,0.0,,0.34578710783473343,9.0968,,,,1.869315789473684,0.039852000000000005,,,2.212,,,,,,,,,,,,,,2.429313413548858,,3.1373426809696765,,3.883329193917818,,2.040787623066104,4.081155433287483,,,2.9023825093843163,,1.6396149770399153,,2.047968731493545,,,,,,,,,,,,,,,,,,,,,,,,,,2.536,,,,N/A,N/A,⭐⭐½,N/A,⭐⭐⭐,N/A,⭐⭐⭐⭐,N/A,⭐⭐,⭐⭐⭐⭐,N/A,N/A,⭐⭐⭐,N/A,⭐½,N/A,⭐⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐½,N/A,N/A,N/A,159506,2.1
508,N.Williams,NFO,DEF,4.8,3203,36,True,True,3.459,1.5,0.947,0.917,0.054,0.75,1.0,0.15,0.7206250000000001,0.3125,,0.33164749462769044,9.1204,,0.2752350783339702,5.3142,1.7876315789473685,0.08995600000000002,2.35725,0.03814,4.046,5.429,,,,,,,,,,,,,2.3195888084763334,1.4863994251888502,3.1453163273925164,2.2638084894357915,3.543060959792477,1.7098834556841276,4.701828410689169,4.543328748280605,1.0,5.0,2.7745189411298252,3.0711368726123043,2.745761215118333,1.3239065817409765,2.916854198744522,3.6322424242424245,,,,,,,,,,,,,,,,,,,,,,,,,3.067,,1.998,,N/A,N/A,⭐⭐½,⭐½,⭐⭐⭐,⭐⭐½,⭐⭐⭐½,⭐½,⭐⭐⭐⭐½,⭐⭐⭐⭐½,⭐,⭐⭐⭐⭐⭐,⭐⭐⭐,⭐⭐⭐,⭐⭐½,⭐½,⭐⭐⭐,⭐⭐⭐½,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐⭐,N/A,⭐⭐,N/A,215136,4.2
510,Jair Cunha,NFO,DEF,4.2,514,6,False,True,0.0,1.5,0.0,0.0,0.0,0.75,0.333,0.283,0.0,0.35714285714285715,,,,,0.3501151515151515,4.788,,,1.99525,0.03542,,0.443,,,,,,,,,,,,,,1.8019962089074446,,2.145973060429286,,1.8402329701321862,,,1.0,1.4426666666666668,,2.689632459491503,,1.3008067940552017,,1.2147878787878787,,,,,,,,,,,,,,,,,,,,,,,,,,,1.818,,N/A,N/A,N/A,⭐⭐,N/A,⭐⭐,N/A,⭐⭐,N/A,N/A,⭐,⭐½,N/A,⭐⭐½,N/A,⭐½,N/A,⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐,N/A,575458,0.1
511,Morato,NFO,DEF,4.3,1340,14,True,True,2.524,4.0,0.368,0.929,0.379,1.0,1.0,0.0,0.5869767441860465,0.9302325581395349,,0.21722645229789173,7.683399999999999,,0.2830807708420612,5.3999999999999995,2.510105263157895,0.029216000000000002,2.4375,0.04004,0.134,0.25,,,,,,,,,,,,,1.4316717560232872,1.5194666380854964,2.659802348171298,2.2830222480993383,2.9051548879437754,3.513556969558428,1.4444444444444444,4.609353507565338,5.0,5.0,3.9054359523601105,3.155710710051377,1.404803956199223,1.3400424628450105,1.063484543408741,1.121212121212121,,,,,,,,,,,,,,,,,,,,,,,,,2.267,,2.63,,N/A,N/A,⭐½,⭐½,⭐⭐½,⭐⭐½,⭐⭐⭐,⭐⭐⭐½,⭐½,⭐⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐⭐⭐,⭐⭐⭐,⭐½,⭐½,⭐,⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐½,N/A,⭐⭐½,N/A,485047,0.1
515,Gibbs-White,NFO,MID,7.6,3101,35,True,False,5.081,0.0,0.921,0.657,0.047,0.0,0.0,0.0,0.6685526315789474,0.0,,,12.6072,,,,0.5064078947368421,,,,1.306,,0.34148054000000005,0.11768500000000001,,,0.1315,0.658,4.19,,,,,,,,3.12970370985144,,3.3243158521676435,,4.5712347354138405,3.698151950718686,,,1.4147072990591183,,,,1.6617684317202939,,3.8666410976562497,,1.7141528048992445,,2.9721822541966425,,2.151301900070373,,4.361344537815126,,2.5933477597934766,,1.7362424217805896,,1.481260636621494,,3.3088283853150426,,3.3243158521676435,,4.5712347354138405,3.698151950718686,,,3.126,2.856,,,N/A,N/A,N/A,N/A,⭐⭐⭐,N/A,⭐⭐⭐½,N/A,⭐⭐⭐⭐½,⭐⭐⭐½,N/A,N/A,⭐½,N/A,N/A,N/A,⭐½,N/A,⭐⭐⭐⭐,N/A,⭐½,N/A,⭐⭐⭐,N/A,⭐⭐,N/A,⭐⭐⭐⭐½,N/A,⭐⭐½,N/A,⭐½,N/A,⭐½,N/A,⭐⭐⭐½,N/A,⭐⭐⭐½,N/A,⭐⭐⭐⭐½,⭐⭐⭐½,N/A,N/A,⭐⭐⭐,⭐⭐⭐,N/A,N/A,222531,9.2
516,Hudson-Odoi,NFO,MID,5.7,1838,21,True,False,2.933,0.0,0.553,0.381,0.345,0.0,0.0,0.0,0.5145614035087719,0.0,,,10.674800000000001,,,,0.46525000000000005,,,,4.603,,0.13741226,0.19481500000000002,,,0.0984,0.826,0.23,,,,,,,,2.488189891277285,,2.506732883429538,,2.5739484396200814,2.564681724845996,,,1.3343502135448446,,,,3.3324043577400557,,2.0868262106050635,,2.3450020958787867,,2.337170263788969,,2.62420830401126,,2.8823529411764706,,1.604084030389515,,2.3628507306571347,,1.4023952095808385,,2.728754540269565,,2.506732883429538,,2.5739484396200814,2.564681724845996,,,2.249,2.173,,,N/A,N/A,N/A,N/A,⭐⭐½,N/A,⭐⭐½,N/A,⭐⭐½,⭐⭐½,N/A,N/A,⭐½,N/A,N/A,N/A,⭐⭐⭐½,N/A,⭐⭐,N/A,⭐⭐½,N/A,⭐⭐½,N/A,⭐⭐½,N/A,⭐⭐⭐,N/A,⭐½,N/A,⭐⭐½,N/A,⭐½,N/A,⭐⭐½,N/A,⭐⭐½,N/A,⭐⭐½,⭐⭐½,N/A,N/A,⭐⭐,⭐⭐,N/A,N/A,209046,0.6
